"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"HIPK1-AS1",-0.119736723520995,8.52507759332086,-6.36206971125338,9.19895906619644e-10,2.09907220815819e-08,11.6598316360589
"MAP4K4",0.120342939864204,7.61780997344585,6.37964067307242,8.33361103072932e-10,1.91006364824316e-08,11.6435107644377
"PITHD1",-0.129917061113424,8.11895352979605,-6.3248502608571,1.13332875926549e-09,2.50840189336143e-08,11.6329751154725
"AGBL4",-0.198504208544204,8.19497916104259,-6.32391626252808,1.13926621486907e-09,2.51076746584606e-08,11.6250011788156
"ZNF362",0.112625496331125,7.44098970885943,6.40871326976683,7.07401518529743e-10,1.64327460858463e-08,11.606699126973
"AC010729.2",-0.209146086321795,8.29501764317094,-6.31687302936516,1.18503336377857e-09,2.60051789659833e-08,11.5723566346914
"LINC01305",-0.285739848475824,8.08764206173762,-6.30666606434976,1.2545740353767e-09,2.71841945396539e-08,11.5099170705365
"CYP4Z1",0.16829987666711,8.10482238135478,6.29929450685532,1.30726985916982e-09,2.79734052437294e-08,11.496485876853
"LINC02590",-0.149122935312239,8.40653752582412,-6.30960555631377,1.23414689875614e-09,2.6854411632428e-08,11.4914927866769
"SMAP2",-0.187009444381515,8.33355782992749,-6.30306736730376,1.28003389772735e-09,2.76198109229287e-08,11.4883446312914
"FMO9P",-0.215454470584778,8.34036653744291,-6.29988645905193,1.3029593323358e-09,2.79734052437294e-08,11.4671491292607
"AC124862.1",0.217538880791153,7.71957009880322,6.32560279695878,1.12856694898035e-09,2.50840189336143e-08,11.4562253580474
"PSMB4",0.13236704674757,8.55121760565573,6.34084366380918,1.036243131515e-09,2.35414353710259e-08,11.428143645058
"PPFIA4",-0.203504204889549,8.3610427922464,-6.2856836794487,1.41033014606279e-09,2.98076744395319e-08,11.383301770071
"NCMAP-DT",-0.250994499839449,7.87095867886977,-6.2915411904352,1.36503611825889e-09,2.89690998430498e-08,11.3516074795729
"NMI",0.0766774766145447,8.60166419975237,6.33448974324457,1.07379593248442e-09,2.41815092743326e-08,11.2670989274971
"MKNK1-AS1",-0.0730576865263872,8.62412486921665,-6.33222552231983,1.08749783687915e-09,2.43835928034165e-08,11.2496924710082
"AL451042.1",-0.0798154757172908,8.48007268804337,-6.27273340135209,1.5157638174578e-09,3.19052816597138e-08,11.2301230336682
"AC104461.1",0.11643644250481,8.49787726653823,6.27048219525312,1.5348640041461e-09,3.21759905259408e-08,11.157018174726
"CYP20A1",-0.111210719925041,8.66345243062319,-6.32761697774244,1.11591817803972e-09,2.491251101364e-08,11.1403916274916
"AL020996.2",0.124466118734497,8.23992272546249,6.23123924345714,1.90833864247317e-09,3.96826708840087e-08,11.1242826740844
"BTBD19",0.165018917216306,7.41110781883644,6.31010081354261,1.23073750765228e-09,2.6854411632428e-08,11.0385702252215
"AL160408.6",-0.141672093623245,8.27875679720691,-6.2063247944623,2.19024696603035e-09,4.46446782759625e-08,10.986977123728
"HEATR5B",0.220734548595604,8.06909660191369,6.20278749711983,2.23344507650733e-09,4.5107255146028e-08,10.9725388512189
"AC073476.2",0.0653750770157663,8.62741758211907,6.29558580057455,1.33459620698299e-09,2.84401348736002e-08,10.9605029405587
"DTNB",-0.141873855276895,8.234271248212,-6.19974499152044,2.27126765857865e-09,4.55755926664984e-08,10.9593330476486
"MIR34A",0.121754379731054,8.47937287999211,6.22557373434454,1.96914169320257e-09,4.07825851881352e-08,10.9434990672059
"LINC02808",0.345007397656285,7.74630640775304,6.21659993286932,2.06935540989572e-09,4.26866633953288e-08,10.9209318728542
"AL358472.7",0.115909531329315,8.32437745404051,6.19386443641161,2.3461581938567e-09,4.65351454066115e-08,10.9000288831369
"CNN2P8",-0.244833470370504,8.4570277919019,-6.20254752769425,2.23640567554876e-09,4.5107255146028e-08,10.8757260766072
"AL122018.2",-0.149328546275877,8.58938574271479,-6.2325488310898,1.89454794897744e-09,3.95553998901889e-08,10.8457788254064
"ASTN1",-0.17063756386787,8.32079924461995,-6.18082952592723,2.52089118551461e-09,4.94305545387789e-08,10.8390113686461
"SERTAD2",-0.155376756896643,8.50346244483194,-6.19592664855373,2.31962391242614e-09,4.63655058774481e-08,10.7928054480486
"AC013733.2",0.285820621662648,7.6954860414694,6.20232284394121,2.23918117459437e-09,4.5107255146028e-08,10.7840354392359
"AL031293.1",-0.126477955037574,8.52636066268983,-6.19312068296192,2.35580077712165e-09,4.65473739755415e-08,10.7439830342727
"STK16",-0.100861417513848,8.57690622964562,-6.19467452159474,2.33569963009656e-09,4.65065752602624e-08,10.649889136829
"SAMD13",0.13265831658874,8.50153819853175,6.17455497655333,2.60948570719254e-09,5.09739310302724e-08,10.6335619582587
"PXYLP1",0.199952710706171,8.38107620354915,6.15199873843313,2.95388632122752e-09,5.7267638190114e-08,10.6305523749074
"TMEM51",0.14991862268506,8.20839205970221,6.12561921391157,3.4133801743397e-09,6.47161822024627e-08,10.5669920542536
"GACAT3",-0.285316552223918,8.36003203454231,-6.13203685083194,3.29553630812073e-09,6.2944743485106e-08,10.5562657927779
"PHLDA3",0.156758803587134,7.91373064735578,6.12490501225421,3.42674713804402e-09,6.4731630003271e-08,10.5128961098267
"KANK4",-0.108459689861209,8.58075036220821,-6.16698713466987,2.72040537556028e-09,5.29401151764693e-08,10.4974298189755
"DNAJC27-AS1",0.144142988558547,7.7077911476094,6.1498153532341,2.98949602286819e-09,5.77409400371958e-08,10.4857605647902
"AC007736.1",-0.070905401662093,8.67280056388359,-6.21442900888513,2.09433986166588e-09,4.30299229745455e-08,10.4134886157506
"AC092803.1",0.151067696993027,7.7913761162317,6.12162050675839,3.48888261749081e-09,6.56648454686136e-08,10.4094962407234
"EPHX4",-0.129247878626249,8.54964183149127,-6.13506124938678,3.24139116968965e-09,6.21407221639015e-08,10.3960853843147
"HOXD13",0.16816624358167,8.25199339405138,6.09314485947723,4.07591325127442e-09,7.56096569669862e-08,10.3851200150889
"MTCO1P54",-0.155932650141838,8.45167012373471,-6.10843721295298,3.74957279967527e-09,7.03147161015468e-08,10.3820794491917
"AC112211.1",-0.158149069760202,8.55311530630932,-6.12676731578958,3.39199929500772e-09,6.45481194256635e-08,10.3521403459241
"LINC01291",0.0537315185636696,8.63799002425125,6.19106850926072,2.38260852996868e-09,4.68973747673607e-08,10.3509832617695
"NT5DC4",-0.0628719593895583,8.68863597127432,-6.212064232073,2.12189169326796e-09,4.3422997865805e-08,10.3222642766933
"PDIK1L",0.0716814009374317,7.48475983271427,6.14607125197874,3.05154119250199e-09,5.87193952601969e-08,10.2258259441779
"OR7E122P",-0.135839468159044,8.29415768284696,-6.0604359634086,4.8700401800623e-09,8.81220954687062e-08,10.2126784440658
"NSL1",0.127329662960725,8.46825544929933,6.08052997631522,4.36590919135625e-09,8.04106917850864e-08,10.1841274190566
"LRRFIP2",0.158336567069718,8.512166362401,6.08675277205418,4.22041837016943e-09,7.80096685840995e-08,10.1318094639095
"AC016933.1",-0.115220017966241,8.59783145389384,-6.10140066265958,3.89642574168813e-09,7.254103808623e-08,10.1093403399983
"ENAH",0.117213547616863,8.57646505952325,6.1064346805789,3.79080487136694e-09,7.08303649334757e-08,10.1032718946383
"LINC01757",-0.0729780270020139,8.57587476874346,-6.06478521456548,4.75630657314437e-09,8.6367158442625e-08,9.95685810619243
"TMEM167B",-0.0971949133718138,8.60681174158618,-6.07513467627905,4.49601807523993e-09,8.25123317224637e-08,9.9373334778742
"LINC02596",0.160157216504139,7.79964189068555,6.02732429193147,5.82767504702352e-09,1.04715401454705e-07,9.92099844098102
"MIR1471",0.0765386888032079,8.58679745288242,6.07193594429875,4.57494039126851e-09,8.36630056658571e-08,9.90375978348546
"INAVA",-0.129958047191659,8.30054007921328,-5.99731056154952,6.85337942274103e-09,1.20624155914933e-07,9.88148579463698
"HPCAL4",-0.108992669745472,8.52255333460648,-6.0240126307444,5.93302655855879e-09,1.06238256814193e-07,9.85217948440871
"AC079922.1",-0.11882372163151,8.46115802140652,-6.00117236463296,6.71211192089871e-09,1.18542332794776e-07,9.80957800735559
"IL10",-0.0766808280239488,8.63472593586125,-6.06980529935372,4.62826057871889e-09,8.43390099097291e-08,9.80310863211652
"AL596218.1",-0.1612612722594,8.48855603594666,-6.00482080364636,6.58126850012036e-09,1.16630933522751e-07,9.79963513763247
"TRAPPC12",-0.141606451696462,8.00345603555786,-5.97787938400076,7.60950940482731e-09,1.31685369129847e-07,9.76631782118821
"DNASE1L3",-0.140234217414191,8.26772325831981,-5.97228009762212,7.84214349916653e-09,1.35257304432113e-07,9.75936888894622
"FAM110C",0.148525728874583,8.08222615005873,5.95917099360628,8.41433160673979e-09,1.43684463893898e-07,9.70092851349914
"IPO9-AS1",-0.074492744055256,8.57845228081488,-6.00747153764489,6.48777400706553e-09,1.15421112198999e-07,9.64635958971934
"KANSL3",-0.0835918133065869,8.63805373727231,-6.03761168033542,5.51195045270438e-09,9.93885611349527e-08,9.61869509314969
"SCP2",0.174819682330627,8.43829932421661,5.96733894455992,8.05320119642959e-09,1.38434528566625e-07,9.61226005244916
"AL035409.2",0.214451105078454,8.38446660183824,5.95690125249998,8.51746463950317e-09,1.44965561537683e-07,9.6001561921635
"MNDA",-0.244467237081325,8.24703061671883,-5.932637698521,9.70016631270216e-09,1.61366960240662e-07,9.55024971513634
"GRIK3",-0.109385677502501,8.59763154719431,-5.99075647297866,7.09981753250631e-09,1.24114437339441e-07,9.52194667753064
"LINC02579",-0.190710162812539,8.02655054873694,-5.9288149660284,9.90058856050231e-09,1.64171495840869e-07,9.51491390489777
"RAB42",0.072084977512511,8.48732258319852,5.95398320547403,8.65187331729169e-09,1.46768785188399e-07,9.50843985333567
"AC112715.1",0.111689857440761,8.47384274420303,5.94957645452199,8.85879344470091e-09,1.49296724818048e-07,9.49586546573127
"ARHGEF3",-0.158653349287603,8.5327179082001,-5.95161309501432,8.76256793376448e-09,1.48159222407946e-07,9.46313984134296
"AL391069.2",0.0930334725801584,7.54499830910971,5.98320777104253,7.39440525192842e-09,1.28393763919848e-07,9.43805045444312
"AL355310.3",0.0520383241404657,8.51117438973347,5.94414341149993,9.12057255375396e-09,1.53207793679834e-07,9.42519987093717
"PROK1",0.145634963063375,8.10224788623734,5.90323489701364,1.13498487870405e-08,1.85225222135341e-07,9.41516506935202
"ATP5PB",-0.183621001128185,8.37659038948735,-5.91275787356797,1.07875845144903e-08,1.77170615736391e-07,9.41131330723636
"AC092053.2",0.113104215259397,7.72836494575978,5.94236847764346,9.20772170237523e-09,1.5416954811412e-07,9.40729094956166
"LINC02613",-0.0908350226238894,8.66626339599751,-6.00739032531511,6.49061906878219e-09,1.15421112198999e-07,9.38249048688888
"AL589763.1",-0.0746727954682729,8.64199430793833,-5.99549149812165,6.92092574735842e-09,1.21398687343971e-07,9.38246695746282
"CTPS1",-0.0744150171749141,8.60630567035219,-5.9659627549526,8.11296659161177e-09,1.38998567152631e-07,9.35340480666654
"AL591742.2",0.138924804237022,8.15343619669425,5.89098370045221,1.21154753987604e-08,1.96476435947823e-07,9.35319292533262
"MGAT4FP",0.074053614018884,8.46753343724222,5.9157545868256,1.06163508094839e-08,1.75376968007023e-07,9.33740483727524
"TTC7A",-0.0913176129067751,8.64890868485016,-5.98586298634187,7.28944747118514e-09,1.2699892097602e-07,9.31106072921943
"LINC01648",-0.118533505925366,8.35299004725279,-5.88687919413475,1.23830982144111e-08,2.00186951384696e-07,9.29220507880534
"RNA5SP137",0.166609166010541,8.46223936945337,5.90995613949675,1.09501174348969e-08,1.79269065434169e-07,9.28638151232265
"AL031726.1",-0.207445859294471,8.22145975268268,-5.87637508912859,1.30945770953702e-08,2.10369888102256e-07,9.26712047643662
"KCNJ3",0.270815547200448,8.01022263388797,5.87456581512003,1.32210940029184e-08,2.11742800537423e-07,9.24158172258832
"IL1RN",-0.149908842178014,8.40678199558654,-5.88162357347433,1.27342239772038e-08,2.05219978282625e-07,9.23461058809521
"ARPC4",0.138656922488584,8.09676898497558,5.8679512863733,1.36938749528363e-08,2.17960842999311e-07,9.23409828876438
"AC011239.1",0.145903563121055,8.1812262315028,5.86554706477212,1.3869780743126e-08,2.19793555803278e-07,9.22046603105359
"KCNIP3",-0.144632761442685,8.38852338438983,-5.86521485360192,1.38942600721095e-08,2.19793555803278e-07,9.16217573782367
"AC243547.1",0.0771625275286696,7.51183731026906,5.93408083902308,9.62553991195494e-09,1.60643719501462e-07,9.14047766223525
"FCGR2B",0.150635593789716,8.53281871307984,5.89689871423883,1.17397214869523e-08,1.90983418637896e-07,9.09858910013953
"AC092162.2",-0.0908693126227732,8.61722030147311,-5.91526109755129,1.0644365132092e-08,1.75376968007023e-07,9.06551382658817
"AC017028.1",0.155444161077921,8.16161374896569,5.83280975842554,1.6496381485927e-08,2.55470988957735e-07,9.0545923950476
"LINC01460",-0.189187463688559,8.29380783206682,-5.82975091203679,1.67652824148897e-08,2.58857968304151e-07,9.01795012015316
"TRAK1",0.155864652674725,8.35558299711006,5.82674254372012,1.70339203492976e-08,2.61440259646809e-07,8.96445142717924
"IQCF2",0.162113188073522,8.30007265331164,5.81773310205319,1.78638341751473e-08,2.72555600121996e-07,8.94676079504933
"AC090948.2",-0.110956060335741,8.34753026713691,-5.81836334677065,1.78045159212734e-08,2.72456642747795e-07,8.94478940694146
"HLX",0.107759667102871,8.53341103450809,5.8398608873346,1.58924715401701e-08,2.47605666866034e-07,8.82634649435135
"AL020995.1",-0.0901497488800865,8.48190681671296,-5.80714955169715,1.88892744652045e-08,2.86505848285469e-07,8.78480997855542
"AC117488.1",0.125061774460987,8.49721172750384,5.80890020895568,1.87157717938148e-08,2.84711608084669e-07,8.73114124771261
"AC010913.1",0.0682426164920476,7.44994572438175,5.86955565350965,1.35777055929923e-08,2.16780890845391e-07,8.72744000113259
"LDC1P",-0.116807446100336,8.27983577510264,-5.76642655806831,2.33987645117668e-08,3.49522333726713e-07,8.70515630582702
"SNAPIN",0.120038530067455,8.41440162408512,5.78264278681224,2.14894129643725e-08,3.23093010662591e-07,8.70277378814987
"AKR1D1P1",-0.116546950938062,8.62893907820834,-5.84817750142935,1.52079024303003e-08,2.38380403747899e-07,8.6971352639133
"AC092422.1",0.0692872263838438,8.61664255544797,5.8612519075231,1.41895494451651e-08,2.23778307304944e-07,8.69640592662274
"AL357140.4",0.120783044914448,8.04753326206237,5.75904681776811,2.43215923197279e-08,3.59388113446524e-07,8.67580891166064
"AL592402.1",0.187039992093838,7.72771977655407,5.79205156394868,2.04522539748341e-08,3.08398461252104e-07,8.64560277366649
"DDR2",0.103956589622289,8.47735014595827,5.77801856179701,2.20178059466128e-08,3.30075073449658e-07,8.61188567659206
"GPBAR1",0.145303571489613,8.42649371677466,5.76464879427356,2.36178955868724e-08,3.49992780291669e-07,8.59567468312424
"AL109811.3",-0.0997489613074415,8.65424456711848,-5.84560026693921,1.54169030837299e-08,2.40924149099379e-07,8.58528438972804
"AC063919.1",0.0928821686555001,8.61129316283734,5.82773042265478,1.6945245430794e-08,2.60855613989865e-07,8.54205751754724
"EPHA8",-0.123080646197811,8.50472852357191,-5.76477521079731,2.36022472623341e-08,3.49992780291669e-07,8.542013244417
"C3orf18",-0.0932405517190124,8.3867785274532,-5.74099966864212,2.67306261043927e-08,3.9273458353377e-07,8.53276046586088
"ST6GALNAC5",-0.137704799449428,8.46423601342983,-5.74764487483953,2.58176558919592e-08,3.80404718385238e-07,8.50420874301687
"AC104447.1",-0.178220806775709,8.33690002090392,-5.73028132572607,2.82699982201469e-08,4.11831584240953e-07,8.50149993320488
"EFCAB14",-0.0832890563924785,8.60986703722089,-5.80009750864536,1.96042304418489e-08,2.96478053925556e-07,8.49211477279688
"DGUOK-AS1",0.116470012342459,7.3374149915279,5.84820326178638,1.5205827433233e-08,2.38380403747899e-07,8.47563223847344
"AC007880.1",-0.114364238154134,8.41061819546844,-5.72874363082677,2.84978216776335e-08,4.13981032088889e-07,8.45537349250638
"AC137695.2",-0.225630606672882,7.86581986328538,-5.73577456040771,2.74705518373678e-08,4.0131908165809e-07,8.44426474940802
"LRRC71",-0.0620047460939223,8.67122964370481,-5.8335868542786,1.64287415312006e-08,2.55189819507234e-07,8.41184564117071
"AC092803.2",0.207393200310988,8.04906439021999,5.70043591572296,3.30265898288348e-08,4.74423743028694e-07,8.37708896935684
"AC012063.1",-0.102567782168837,8.61533796339557,-5.76600459090946,2.34505967557578e-08,3.49522333726713e-07,8.31134516464284
"RNU6-1290P",0.180131042938438,8.40337657979683,5.69978867066646,3.31379462137135e-08,4.74701079511446e-07,8.28423329180853
"RORC",-0.114479518787019,8.52951751285599,-5.72129247912879,2.96274012876565e-08,4.29181203484395e-07,8.28283612660415
"RN7SL653P",0.132679824648176,7.75379458000738,5.71183248834075,3.11246210047574e-08,4.49606920228387e-07,8.25392530631456
"GRHL3",0.126659375889012,7.99550510256768,5.67126540578134,3.84263284932342e-08,5.45907922974129e-07,8.22091797539798
"LINC01937",-0.131800564217755,8.28280945647743,-5.64823108476809,4.32900276611912e-08,6.06648566980334e-07,8.11230684292816
"DCAF6",0.141451852716603,7.83372002612604,5.66462663907859,3.97705911328609e-08,5.60374148831048e-07,8.08897852439885
"RFTN2",0.184617362776184,7.96321262945747,5.64424008918715,4.41916590658887e-08,6.1737189691808e-07,8.07119834555191
"ARL8A",0.130773149372864,8.11673965154001,5.63497741473,4.63554001384225e-08,6.41651662347303e-07,8.06403097435126
"AL078645.1",0.173776591481495,8.16253401225812,5.63474941719171,4.6409941837414e-08,6.41651662347303e-07,8.05914658689334
"FEZF2",0.246929501714341,8.21457230983051,5.62977948697838,4.76145206464865e-08,6.56545676400884e-07,8.01602869805152
"SLC27A3",0.135690528014571,7.6310225486031,5.68596286494307,3.5606045502591e-08,5.07238609549342e-07,8.00822613842908
"AL136456.1",0.169097358814479,8.00183817734751,5.6275435491861,4.81663443860948e-08,6.62383567997575e-07,8.00437940563648
"CCR5",-0.0753882318778879,8.61686986134489,-5.71018296355125,3.13931418410455e-08,4.52219085123663e-07,7.9907195620026
"AL391628.1",-0.0596332050325451,8.65684069435815,-5.7387873384008,2.70415079228493e-08,3.96173455562881e-07,7.9608689211129
"LINC01770",0.155349209137626,8.03724738110418,5.60954519598433,5.28413002128819e-08,7.17112066310084e-07,7.92616126316969
